id,query,intent_json
4371,is pk worth watching,"{""title"": ""PK"", ""query_type"": ""rating/review""}"
4372,where to watch kesari,"{""title"": ""Kesari"", ""query_type"": ""availability""}"
4373,malayalam funny movie,"{""mood"": ""funny"", ""language"": ""Malayalam""}"
4374,is tiger zinda hai available on Netflix,"{""title"": ""Tiger Zinda Hai"", ""platform"": ""Netflix"", ""query_type"": ""availability""}"
4375,is bhool bhulaiyaa available on ZEE5,"{""title"": ""Bhool Bhulaiyaa"", ""platform"": ""ZEE5"", ""query_type"": ""availability""}"
4376,is tiger zinda hai available on MX Player,"{""title"": ""Tiger Zinda Hai"", ""platform"": ""MX Player"", ""query_type"": ""availability""}"
4377,t'wood mystery 2021,"{""genre"": ""Mystery"", ""year"": 2021, ""language"": ""Telugu""}"
4378,vidya film pathaan,"{""actor"": ""Vidya Balan"", ""title"": ""Pathaan""}"
4379,top rated Bengali action,"{""language"": ""Bengali"", ""genre"": ""Action"", ""rating_type"": ""top rated""}"
4380,is ludo available on Jio Cinema,"{""title"": ""Ludo"", ""platform"": ""Jio Cinema"", ""query_type"": ""availability""}"
4381,an action hero review,"{""title"": ""An Action Hero"", ""query_type"": ""rating/review""}"
4382,is kartik calling kartik good,"{""title"": ""Kartik Calling Kartik"", ""rating_type"": ""top rated""}"
4383,best mollywood thriller,"{""language"": ""Malayalam"", ""genre"": ""Thriller"", ""rating_type"": ""top rated""}"
4384,kareena film kota factory,"{""actor"": ""Kareena Kapoor"", ""title"": ""Kota Factory""}"
4385,leo good hai ya nahi,"{""title"": ""Leo"", ""rating_type"": ""top rated""}"
4386,tiger shroff all movies list,"{""actor"": ""Tiger Shroff""}"
4387,is pk available on Disney+ Hotstar,"{""title"": ""PK"", ""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability""}"
4388,kamal wali kesari,"{""actor"": ""Kamal Haasan"", ""title"": ""Kesari""}"
4389,sandalwood crime film,"{""language"": ""Kannada"", ""genre"": ""Crime""}"
4390,badshah ka pushpa,"{""title"": ""Pushpa"", ""actor"": ""Shah Rukh Khan""}"
4391,vicky kaushal dark comedy movie,"{""actor"": ""Vicky Kaushal"", ""genre"": ""Dark comedy""}"
4392,similar to jalsa,"{""similar_to"": ""Jalsa""}"
4393,top rated Marathi psychological thriller,"{""language"": ""Marathi"", ""genre"": ""Psychological thriller"", ""rating_type"": ""top rated""}"
4394,k'wood sci-fi,"{""language"": ""Tamil"", ""genre"": ""Sci-Fi""}"
4395,historical movies of vijay,"{""actor"": ""Vijay Deverakonda"", ""genre"": ""Historical""}"
4396,prabhas all movies list,"{""actor"": ""Prabhas""}"
4397,movies like 12th fail,"{""similar_to"": ""12th Fail""}"
4398,marathi action,"{""language"": ""Marathi"", ""genre"": ""Action""}"
4399,tiger shroff rrr movie,"{""actor"": ""Tiger Shroff"", ""title"": ""RRR""}"
4400,gujarati romance movies,"{""language"": ""Gujarati"", ""genre"": ""Romance""}"
4401,is kgf available on YouTube,"{""title"": ""KGF"", ""platform"": ""YouTube"", ""query_type"": ""availability""}"
4402,best bhojpuri comedy,"{""language"": ""Bhojpuri"", ""genre"": ""Comedy"", ""rating_type"": ""top rated""}"
4403,duggu superhit movies,"{""actor"": ""Hrithik Roshan"", ""rating_type"": ""hit""}"
4404,new malayalam sports,"{""language"": ""Malayalam"", ""genre"": ""Sports"", ""recency"": ""latest""}"
4405,is mirzapur available on Disney+ Hotstar,"{""title"": ""Mirzapur"", ""platform"": ""Disney+ Hotstar"", ""query_type"": ""availability""}"
4406,pushpa,"{""title"": ""Pushpa""}"
4407,garuda gamana vrishabha vahana streaming kahan hai,"{""title"": ""Garuda Gamana Vrishabha Vahana"", ""query_type"": ""availability""}"
4408,punjabi binge worthy,"{""language"": ""Punjabi"", ""content_type"": ""Web Series"", ""rating_type"": ""top rated"", ""query_type"": ""rating/review""}"
4409,darling film pathaan,"{""title"": ""Pathaan"", ""actor"": ""Prabhas""}"
4410,badhaai ho,"{""title"": ""Badhaai Ho""}"
4411,best of greek god,"{""actor"": ""Hrithik Roshan"", ""rating_type"": ""top rated""}"
4412,SonyLIV horror movies,"{""platform"": ""SonyLIV"", ""genre"": ""Horror""}"
4413,mard ko dard nahi hota film,"{""title"": ""Mard Ko Dard Nahi Hota""}"
4414,hindi binge worthy,"{""language"": ""Hindi"", ""content_type"": ""Web Series"", ""rating_type"": ""top rated"", ""query_type"": ""rating/review""}"
4415,bollywood drama web series,"{""language"": ""Hindi"", ""genre"": ""Drama"", ""content_type"": ""Web Series""}"
4416,mammukka ka an action hero,"{""title"": ""An Action Hero"", ""actor"": ""mammootty""}"
4417,ss rajamouli 2018 movie,"{""director"": ""SS Rajamouli"", ""year"": 2018}"
4418,nawaz wali panchayat,"{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""Panchayat""}"
4419,alia ka vikram,"{""actor"": ""Alia Bhatt"", ""title"": ""Vikram""}"
4420,is dream girl 2 worth watching,"{""title"": ""Dream Girl 2"", ""query_type"": ""rating/review""}"
4421,sandalwood family,"{""language"": ""Kannada"", ""genre"": ""Family""}"
4422,stylish star thunivu movie,"{""title"": ""Thunivu""}"
4423,bebo ki best comedy film,"{""actor"": ""Kareena Kapoor"", ""genre"": ""Comedy"", ""rating_type"": ""top rated""}"
4424,is dunki available on SonyLIV,"{""title"": ""Dunki"", ""platform"": ""SonyLIV"", ""query_type"": ""availability""}"
4425,kannada dark comedy,"{""language"": ""Kannada"", ""genre"": ""Dark comedy""}"
4426,mammootty t'wood family,"{""actor"": ""Mammootty"", ""genre"": ""Family"", ""language"": ""Telugu""}"
4427,b'wood 2022,"{""year"": 2022, ""language"": ""Hindi""}"
4428,new punjabi action,"{""language"": ""Punjabi"", ""genre"": ""Action"", ""recency"": ""latest""}"
4429,is 12th fail available on Netflix,"{""title"": ""12th Fail"", ""platform"": ""Netflix"", ""query_type"": ""availability""}"
4430,kota factory with mohanlal,"{""actor"": ""Mohanlal"", ""title"": ""Kota Factory""}"
4431,best marathi OTT show,"{""content_type"": ""Web Series"", ""language"": ""Marathi"", ""rating_type"": ""top rated""}"
4432,is hi nanna on Amazon Prime,"{""title"": ""Hi Nanna"", ""platform"": ""Amazon Prime""}"
4433,777 charlie ke jaise aur koi hai kya,"{""similar_to"": ""777 Charlie""}"
4434,family psychological thriller movies 2021,"{""genre"": ""Psychological thriller"", ""year"": 2021, ""audience"": ""family""}"
4435,greek god new film,"{""actor"": ""Hrithik Roshan"", ""recency"": ""latest""}"
4436,top bhojpuri biopic movies,"{""language"": ""Bhojpuri"", ""genre"": ""Biopic"", ""rating_type"": ""top rated""}"
4437,psychological thriller movies of alia bhatt,"{""actor"": ""Alia Bhatt"", ""genre"": ""Psychological thriller""}"
4438,mirzapur jaisi movie,"{""similar_to"": ""Mirzapur""}"
4439,rrr type movie,"{""similar_to"": ""RRR""}"
4440,best malayalam mystery,"{""language"": ""Malayalam"", ""genre"": ""Mystery"", ""rating_type"": ""top rated""}"
4441,duggu psychological thriller movie,"{""genre"": ""Psychological thriller"", ""actor"": ""Hrithik Roshan""}"
4442,is skanda available on Amazon Prime,"{""title"": ""Skanda"", ""platform"": ""Amazon Prime"", ""query_type"": ""availability""}"
4443,drama movies of fahadh,"{""actor"": ""Fahadh Faasil"", ""genre"": ""Drama""}"
4444,kareena sandalwood crime,"{""actor"": ""Kareena Kapoor"", ""genre"": ""Crime"", ""language"": ""Kannada""}"
4445,is freddy available on Jio Cinema,"{""title"": ""Freddy"", ""platform"": ""Jio Cinema"", ""query_type"": ""availability""}"
4446,ulaganayagan wali sardar udham,"{""title"": ""Sardar Udham"", ""actor"": ""Kamal Haasan""}"
4447,punjabi romance 2022,"{""language"": ""Punjabi"", ""genre"": ""Romance"", ""year"": 2022}"
4448,ulaganayagan ki best movie,"{""actor"": ""Kamal Haasan"", ""rating_type"": ""top rated"", ""actor"": ""Kamal Haasan""}"
4449,top rated Telugu biopic,"{""language"": ""Telugu"", ""genre"": ""Biopic"", ""rating_type"": ""top rated""}"
4450,the family man full movie,"{""title"": ""The Family Man""}"
4451,delhi crime kahan dekhein,"{""title"": ""Delhi Crime"", ""query_type"": ""availability""}"
4452,kesari full movie,"{""title"": ""Kesari""}"
4453,mollywood action,"{""language"": ""Malayalam"", ""genre"": ""Action""}"
4454,aspirants OTT release,"{""title"": ""Aspirants"", ""query_type"": ""availability""}"
4455,akki new film,"{""actor"": ""Akshay Kumar"", ""recency"": ""latest""}"
4456,mr perfectionist rrr movie,"{""title"": ""RRR"", ""actor"": ""Aamir Khan""}"
4457,taapsee dark comedy movie,"{""actor"": ""Taapsee Pannu"", ""genre"": ""Dark comedy""}"
4458,aamir khan 2022 movie,"{""actor"": ""Aamir Khan"", ""year"": 2022}"
4459,ulaganayagan superhit movies,"{""actor"": ""Kamal Haasan"", ""rating_type"": ""hit""}"
4460,bard of blood online,"{""title"": ""Bard of Blood""}"
4461,aamir khan ka 2019 wala,"{""actor"": ""Aamir Khan"", ""year"": 2019}"
4462,best bengali drama,"{""language"": ""Bengali"", ""genre"": ""Drama"", ""rating_type"": ""top rated""}"
4463,kesari with alia bhatt,"{""actor"": ""Alia Bhatt"", ""title"": ""Kesari""}"
4464,best bhojpuri movies 2022,"{""year"": 2022, ""language"": ""Bhojpuri"", ""rating_type"": ""top rated""}"
4465,raees rating,"{""title"": ""Raees"", ""query_type"": ""rating/review""}"
4466,ranveer singh action movie,"{""actor"": ""Ranveer Singh"", ""genre"": ""Action""}"
4467,marathi sports film,"{""language"": ""Marathi"", ""genre"": ""Sports""}"
4468,marathi movies on ZEE5,"{""platform"": ""ZEE5"", ""language"": ""Marathi""}"
4469,dangal film,"{""title"": ""Dangal""}"
4470,how is leo,"{""title"": ""Leo"", ""query_type"": ""rating/review""}"
4471,skanda streaming kahan hai,"{""title"": ""Skanda"", ""query_type"": ""availability""}"
4472,top bangla historical movies,"{""language"": ""Bengali"", ""genre"": ""Historical"", ""rating_type"": ""top rated""}"
4473,what are good mystery films on SonyLIV,"{""genre"": ""Mystery"", ""platform"": ""SonyLIV"", ""rating_type"": ""top rated""}"
4474,drishyam with aamir,"{""actor"": ""Aamir Khan"", ""title"": ""Drishyam""}"
4475,hindi mein tearjerker movie,"{""mood"": ""tearjerker"", ""language"": ""Hindi""}"
4476,nawazuddin ki best psychological thriller film,"{""actor"": ""Nawazuddin Siddiqui"", ""genre"": ""Psychological thriller"", ""rating_type"": ""top rated""}"
4477,gadar 2 jaisi movie,"{""similar_to"": ""Gadar 2""}"
4478,thunivu kahan dekhein,"{""title"": ""Thunivu"", ""query_type"": ""availability""}"
4479,malayalam suspenseful movie,"{""mood"": ""suspenseful"", ""language"": ""Malayalam""}"
4480,what are good psychological thriller films on SonyLIV,"{""genre"": ""Psychological thriller"", ""platform"": ""SonyLIV"", ""rating_type"": ""top rated""}"
4481,best bhojpuri crime,"{""language"": ""Bhojpuri"", ""genre"": ""Crime"", ""rating_type"": ""top rated""}"
4482,kartik calling kartik with vijay deverakonda,"{""actor"": ""Vijay Deverakonda"", ""title"": ""Kartik Calling Kartik""}"
4483,what are good romance films on YouTube,"{""genre"": ""Romance"", ""platform"": ""YouTube"", ""rating_type"": ""top rated""}"
4484,sacred games type movie,"{""similar_to"": ""Sacred Games""}"
4485,new bangla sports,"{""language"": ""Bengali"", ""genre"": ""Sports"", ""recency"": ""latest""}"
4486,dulquer ka an action hero,"{""actor"": ""Dulquer Salmaan"", ""title"": ""An Action Hero""}"
4487,rrr streaming kahan hai,"{""title"": ""RRR"", ""query_type"": ""availability""}"
4488,ayushman 2023 movie,"{""year"": 2023, ""actor"": ""Ayushmann Khurrana""}"
4489,fahad wali dilwale dulhania le jayenge,"{""title"": ""Dilwale Dulhania Le Jayenge"", ""actor"": ""Fahadh Faasil""}"
4490,watch dunki,"{""title"": ""Dunki""}"
4491,alia bhatt film kgf chapter 2,"{""actor"": ""Alia Bhatt"", ""title"": ""KGF Chapter 2""}"
4492,dips wali pathaan,"{""title"": ""Pathaan"", ""actor"": ""Deepika Padukone""}"
4493,vicky wali movie,"{""actor"": ""Vicky Kaushal""}"
4494,sandalwood 2025,"{""year"": 2025, ""language"": ""Kannada""}"
4495,vikram vedha with mammootty,"{""actor"": ""Mammootty"", ""title"": ""Vikram Vedha""}"
4496,thriller movies of vidya,"{""actor"": ""Vidya Balan"", ""genre"": ""Thriller""}"
4497,ponniyin selvan imdb rating,"{""title"": ""Ponniyin Selvan"", ""query_type"": ""rating/review""}"
4498,sacred games jaisi movie,"{""similar_to"": ""Sacred Games""}"
4499,is omg 2 available on ZEE5,"{""title"": ""OMG 2"", ""platform"": ""ZEE5"", ""query_type"": ""availability""}"
4500,best thriller movies of 2021,"{""genre"": ""Thriller"", ""year"": 2021, ""rating_type"": ""top rated""}"
4501,is badhaai ho available on Jio Cinema,"{""title"": ""Badhaai Ho"", ""platform"": ""Jio Cinema"", ""query_type"": ""availability""}"
4502,mr perfectionist all movies list,"{""actor"": ""Aamir Khan""}"
4503,dabangg wala ki best romance film,"{""genre"": ""Romance"", ""rating_type"": ""top rated"", ""actor"": ""Salman Khan""}"
4504,rajini superhit movies,"{""actor"": ""Rajinikanth"", ""rating_type"": ""hit""}"
4505,mr perfectionist film dobaaraa,"{""title"": ""Dobaaraa"", ""actor"": ""Aamir Khan""}"
4506,lalettan wali movie,"{""actor"": ""Mohanlal""}"
4507,dark comedy movies of bachchan sahab,"{""actor"": ""Amitabh Bachchan"", ""genre"": ""Dark comedy""}"
4508,sandalwood scary movie,"{""mood"": ""scary"", ""language"": ""Kannada""}"
4509,show me Hindi movies from 2024,"{""language"": ""Hindi"", ""year"": 2024}"
4510,premalu review,"{""title"": ""Premalu"", ""query_type"": ""rating/review""}"
4511,akki ka varisu,"{""title"": ""Varisu"", ""actor"": ""Akshay Kumar""}"
4512,is sacred games worth watching,"{""title"": ""Sacred Games"", ""query_type"": ""rating/review""}"
4513,kangana ka sultan,"{""actor"": ""Kangana Ranaut"", ""title"": ""Sultan""}"
4514,marathi dark comedy web series,"{""language"": ""Marathi"", ""genre"": ""Dark comedy"", ""content_type"": ""Web Series""}"
4515,rebel star prabhas ki films,"{""actor"": ""Prabhas""}"
4516,marathi romance web series,"{""language"": ""Marathi"", ""genre"": ""Romance"", ""content_type"": ""Web Series""}"
4517,dulquer wali sardar udham,"{""actor"": ""Dulquer Salmaan"", ""title"": ""Sardar Udham""}"
4518,kota factory,"{""title"": ""Kota Factory""}"
4519,bachchan sahab all movies list,"{""actor"": ""Amitabh Bachchan""}"
4520,bebo superhit movies,"{""actor"": ""Kareena Kapoor"", ""rating_type"": ""hit""}"
4521,rebel star prabhas wali movie,"{""actor"": ""Prabhas""}"
4522,YouTube show,"{""content_type"": ""Web Series"", ""platform"": ""YouTube""}"
4523,mammukka family movie,"{""genre"": ""Family"", ""actor"": ""mammootty""}"
4524,bengali movies on Amazon Prime,"{""platform"": ""Amazon Prime"", ""language"": ""Bengali""}"
4525,thriller movies of greek god,"{""actor"": ""Hrithik Roshan"", ""genre"": ""Thriller""}"
4526,allu arjun mard ko dard nahi hota movie,"{""actor"": ""Allu Arjun"", ""title"": ""Mard Ko Dard Nahi Hota""}"
4527,kangana film shershaah,"{""actor"": ""Kangana Ranaut"", ""title"": ""Shershaah""}"
4528,if you liked andhadhun,"{""similar_to"": ""Andhadhun""}"
4529,priyanka the family man movie,"{""actor"": ""Priyanka Chopra"", ""title"": ""The Family Man""}"
4530,mammootty war movie,"{""actor"": ""Mammootty"", ""title"": ""War""}"
4531,crime OTT show,"{""content_type"": ""Web Series"", ""genre"": ""Crime""}"
4532,aamir wali pushpa,"{""actor"": ""Aamir Khan"", ""title"": ""Pushpa""}"
4533,777 charlie review,"{""title"": ""777 Charlie"", ""query_type"": ""rating/review""}"
4534,roohi with rebel star prabhas,"{""actor"": ""Prabhas"", ""title"": ""Roohi""}"
4535,priyanka kgf chapter 2 movie,"{""actor"": ""Priyanka Chopra"", ""title"": ""KGF Chapter 2""}"
4536,similar to gehraiyaan,"{""similar_to"": ""Gehraiyaan""}"
4537,bhojpuri tearjerker movie,"{""mood"": ""tearjerker"", ""language"": ""Bhojpuri""}"
4538,akki film kantara,"{""title"": ""Kantara"", ""actor"": ""Akshay Kumar""}"
4539,top gujarati sci-fi movies,"{""language"": ""Gujarati"", ""genre"": ""Sci-Fi"", ""rating_type"": ""top rated""}"
4540,khiladi thriller movie,"{""genre"": ""Thriller"", ""actor"": ""Akshay Kumar""}"
4541,how is ponniyin selvan,"{""title"": ""Ponniyin Selvan"", ""query_type"": ""rating/review""}"
4542,how is an action hero,"{""title"": ""An Action Hero"", ""query_type"": ""rating/review""}"
4543,piggy chops ki films,"{""actor"": ""Priyanka Chopra""}"
4544,sultan available hai kya OTT pe,"{""title"": ""Sultan"", ""query_type"": ""availability""}"
4545,tamil action film,"{""language"": ""Tamil"", ""genre"": ""Action""}"
4546,katrina ki best sports film,"{""actor"": ""Katrina Kaif"", ""genre"": ""Sports"", ""rating_type"": ""top rated""}"
4547,12th fail with aamir khan,"{""actor"": ""Aamir Khan"", ""title"": ""12th Fail""}"
4548,vicky kaushal all movies list,"{""actor"": ""Vicky Kaushal""}"
4549,pushpa full movie,"{""title"": ""Pushpa""}"
4550,is manjummel boys available on Jio Cinema,"{""title"": ""Manjummel Boys"", ""platform"": ""Jio Cinema"", ""query_type"": ""availability""}"
4551,dabangg wala comedy 2022,"{""genre"": ""Comedy"", ""year"": 2022, ""actor"": ""Salman Khan""}"
4552,how is vikram,"{""title"": ""Vikram"", ""query_type"": ""rating/review""}"
4553,romance OTT show,"{""content_type"": ""Web Series"", ""genre"": ""Romance""}"
4554,fukrey 3,"{""title"": ""Fukrey 3""}"
4555,aamir sacred games movie,"{""actor"": ""Aamir Khan"", ""title"": ""Sacred Games""}"
4556,cult sandalwood crime film,"{""language"": ""Kannada"", ""genre"": ""Crime"", ""rating_type"": ""cult""}"
4557,gadar 2 film,"{""title"": ""Gadar 2""}"
4558,ludo with vidya balan,"{""actor"": ""Vidya Balan"", ""title"": ""Ludo""}"
4559,aadujeevitham with king khan,"{""actor"": ""Shah Rukh Khan"", ""title"": ""Aadujeevitham""}"
4560,bangla psychological thriller movies,"{""language"": ""Bengali"", ""genre"": ""Psychological thriller""}"
4561,piggy chops wali leo,"{""title"": ""Leo"", ""actor"": ""Priyanka Chopra""}"
4562,mollywood action packed movie,"{""mood"": ""action packed"", ""language"": ""Malayalam""}"
4563,irrfan film raees,"{""actor"": ""Irrfan Khan"", ""title"": ""Raees""}"
4564,best of tiger shroff,"{""actor"": ""Tiger Shroff"", ""rating_type"": ""top rated""}"
4565,best gujarati supernatural,"{""language"": ""Gujarati"", ""genre"": ""Supernatural"", ""rating_type"": ""top rated""}"
